car_brand,car_model,lead_id,marketplace_id,marketplace_car_id,used_dealer_company_id,dealer_id,car_variant,car_engine,car_year,car_transmission,reserveprice,car_age,car_type,avg_reserveprice,brand_price_label
bmw,3,931306,141259,291399,1580,1629,20i (ckd),2,2007,Auto,100000000,18,Sedan,213290084.4,High
bmw,3,941471,141287,296980,512,5203,20i (ckd),2,2010,Auto,130000000,15,Sedan,213290084.4,High
bmw,3,940796,141286,296799,4356,4464,20i (ckd),2,2012,Auto,150000000,13,Sedan,213290084.4,High
bmw,3,943393,141287,297040,2625,2698,20i,2,2017,Auto,400000000,8,Sedan,213290084.4,High
bmw,3,944408,141300,299555,2202,2255,25i,2.5,2005,Auto,70000000,20,Sedan,213290084.4,High
bmw,3,947701,141298,299302,4461,4569,20i (ckd),2,2010,Auto,99000000,15,Sedan,213290084.4,High
bmw,3,941471,141287,297115,4692,4800,20i (ckd),2,2010,Auto,130000000,15,Sedan,213290084.4,High
bmw,3,924826,141247,288682,5070,5138,18i,2,2003,Auto,60000000,22,Sedan,213290084.4,High
bmw,3,941471,141281,295612,1735,1784,20i (ckd),2,2010,Auto,130000000,15,Sedan,213290084.4,High
bmw,3,940796,141286,297486,3855,3963,20i (ckd),2,2012,Auto,150000000,13,Sedan,213290084.4,High
bmw,3,937960,141273,294191,2625,2698,18i,2,2005,Auto,50000000,20,Sedan,213290084.4,High
bmw,3,941520,141285,296590,4537,4645,18i,2,2002,Auto,55000000,23,Sedan,213290084.4,High
bmw,3,930827,141260,291634,4919,5027,18i,2,2001,Auto,50000000,24,Sedan,213290084.4,High
bmw,3,941471,141281,295650,5278,5386,20i (ckd),2,2010,Auto,130000000,15,Sedan,213290084.4,High
bmw,3,934022,141265,292629,5342,5454,25i e90 (ckd),2.5,2008,Auto,100000000,17,Sedan,213290084.4,High
bmw,3,934559,141267,292966,4229,4337,18i,1.9,2001,Manual,50000000,24,Sedan,213290084.4,High
bmw,3,944408,141300,299665,4709,4817,25i,2.5,2005,Auto,70000000,20,Sedan,213290084.4,High
bmw,3,927288,141275,294551,5442,5550,18i,2,2003,Auto,75000000,22,Sedan,213290084.4,High
bmw,3,944408,141300,299561,4914,5022,25i,2.5,2005,Auto,70000000,20,Sedan,213290084.4,High
bmw,3,947604,141296,298650,3605,3713,20i,2,2017,Auto,375000000,8,Sedan,213290084.4,High
bmw,3,947701,141298,299272,856,874,20i e90 (ckd),2,2010,Auto,99000000,15,Sedan,213290084.4,High
bmw,3,945025,141287,297192,4795,4903,20i,2,2017,Auto,400000000,8,Sedan,213290084.4,High
bmw,3,926421,141258,288545,5537,5645,20i (ckd),2,2019,Auto,320000000,6,Sedan,213290084.4,High
bmw,3,933496,141261,291758,4919,5027,18i,2,2003,Auto,60000000,22,Sedan,213290084.4,High
bmw,3,947701,141298,297335,5192,5300,20i (ckd),2,2010,Auto,99000000,15,Sedan,213290084.4,High
bmw,3,944009,141287,296989,3362,3456,18i,2,2003,Auto,60000000,22,Sedan,213290084.4,High
bmw,3,944408,141300,299665,4900,5008,20i (ckd),2,2005,Auto,70000000,20,Sedan,213290084.4,High
bmw,3,934972,141272,293270,1166,1215,18i,2,2003,Auto,60000000,22,Sedan,213290084.4,High
bmw,3,945611,141287,297058,4351,4459,25i,2.5,2010,Auto,200000000,15,Sedan,213290084.4,High
bmw,3,680187,141257,290953,4294,4400,18i,2,1997,Auto,10000000,28,Sedan,213290084.4,High
bmw,3,947547,141294,298539,5081,5189,18i,2,2003,Auto,50000000,22,Sedan,213290084.4,High
bmw,3,918191,141300,299672,615,612,20i e90 (ckd),2,2017,Auto,790000000,8,Sedan,213290084.4,High
bmw,3,946440,141289,297564,4165,4273,18i,2,2001,Auto,50000000,24,Sedan,213290084.4,High
bmw,3,945025,141287,297194,5579,5387,20i,2,2017,Auto,400000000,8,Sedan,213290084.4,High
bmw,3,925604,141256,290639,3774,3882,18i,1.9,2009,Auto,50000000,16,Sedan,213290084.4,High
bmw,3,939564,141277,295149,4279,4387,20i e10 (ckd),2,2010,Auto,99000000,15,Sedan,213290084.4,High
bmw,3,940796,141286,297482,4315,4423,20i (ckd),2,2012,Auto,150000000,13,Sedan,213290084.4,High
bmw,3,947701,141297,298888,5511,5619,20i (ckd),2,2010,Auto,99000000,15,Sedan,213290084.4,High
bmw,3,926421,141258,291161,4786,4894,20i (ckd),2,2019,Auto,320000000,6,Sedan,213290084.4,High
bmw,3,946728,141291,298128,5526,5634,20i e90 (ckd),2,2012,Auto,100000000,13,Sedan,213290084.4,High
bmw,3,923125,141253,289860,4251,4359,20i (ckd),2,2008,Auto,100000000,17,Sedan,213290084.4,High
bmw,3,941471,141281,295610,5154,5262,20i (ckd),2,2010,Auto,130000000,15,Sedan,213290084.4,High
bmw,3,947020,141296,298773,3738,3846,18i,2,2003,Auto,60000000,22,Sedan,213290084.4,High
bmw,3,940693,141279,295436,4270,4378,18i,2,2003,Manual,50000000,22,Sedan,213290084.4,High
bmw,3,941306,141281,295733,4532,4640,18i,2,2008,Auto,85000000,17,Sedan,213290084.4,High
bmw,3,927217,141251,289646,4277,4385,20i (ckd),2,2010,Auto,130000000,15,Sedan,213290084.4,High
bmw,3,944408,141300,299665,3538,3638,20i e90 (ckd),2,2005,Auto,70000000,20,Sedan,213290084.4,High
bmw,3,941471,141287,296985,4919,5027,20i (ckd),2,2010,Auto,130000000,15,Sedan,213290084.4,High
bmw,3,949081,141297,299006,4709,4817,20i (ckd),2,2018,Auto,385000000,7,Sedan,213290084.4,High
bmw,3,941328,141283,296164,5156,5264,20i,2,2017,Manual,400000000,8,Sedan,213290084.4,High
bmw,3,934022,141265,292629,5443,5551,20i (ckd),2,2008,Auto,100000000,17,Sedan,213290084.4,High
bmw,3,845513,141301,299795,4461,4569,20i (ckd),2,2012,Auto,150000000,13,Sedan,213290084.4,High
bmw,3,933679,141261,291902,5098,5206,20i (ckd),2,2016,Auto,385000000,9,Sedan,213290084.4,High
bmw,3,947094,141274,294417,4556,4664,20i (ckd),2,2006,Auto,80000000,19,Sedan,213290084.4,High
bmw,3,947701,141298,297812,4356,4464,20i (ckd),2,2010,Auto,99000000,15,Sedan,213290084.4,High
bmw,3,941471,141287,296995,1735,1784,20i (ckd),2,2010,Auto,130000000,15,Sedan,213290084.4,High
bmw,3,950010,141298,299289,4548,4656,20i (ckd),2,2010,Auto,200000000,15,Sedan,213290084.4,High
bmw,3,947219,141294,298970,5029,5137,25i,2.5,2008,Auto,100000000,17,Sedan,213290084.4,High
bmw,3,945237,141287,296435,5441,5549,20i (ckd),2,2008,Auto,100000000,17,Sedan,213290084.4,High
bmw,3,871465,141262,292166,1735,1784,18i,2,2001,Auto,60000000,24,Sedan,213290084.4,High
bmw,3,941471,141281,295610,1865,1914,20i,2,2010,Auto,130000000,15,Sedan,213290084.4,High
bmw,3,947701,141298,298829,5192,5300,20i,2,2010,Auto,99000000,15,Sedan,213290084.4,High
bmw,3,941471,141288,297475,4279,4387,20i (ckd),2,2010,Auto,130000000,15,Sedan,213290084.4,High
bmw,3,926428,141258,291215,1865,1914,20i e90 (ckd),2,2016,Auto,320000000,9,Sedan,213290084.4,High
bmw,3,941471,141281,295790,4591,4699,20i (ckd),2,2010,Auto,130000000,15,Sedan,213290084.4,High
bmw,3,945519,141287,297209,4461,4569,20i (ckd),2,2008,Auto,100000000,17,Sedan,213290084.4,High
bmw,3,938295,141274,294510,2560,2632,20i,2,2017,Auto,400000000,8,Sedan,213290084.4,High
bmw,3,922866,141287,296980,5628,5736,20i (ckd),2,2010,Auto,130000000,15,Sedan,213290084.4,High
bmw,3,924913,141261,291966,3203,3295,20i (ckd),2,2016,Auto,385000000,9,Sedan,213290084.4,High
bmw,3,941471,141287,297017,4797,4905,20i (ckd),2,2010,Auto,130000000,15,Sedan,213290084.4,High
bmw,3,940285,141285,296961,2459,2517,20i (ckd),2,2012,Auto,150000000,13,Sedan,213290084.4,High
bmw,3,944422,141286,296969,5081,5189,20i e90 (ckd),2,2008,Auto,100000000,17,Sedan,213290084.4,High
bmw,3,940796,141287,296982,5628,5736,20i (ckd),2,2012,Auto,150000000,13,Sedan,213290084.4,High
bmw,3,940600,141278,295215,4550,4658,20i (ckd),2,2012,Manual,40000000,13,Sedan,213290084.4,High
bmw,3,946103,141294,298521,5244,5352,18i,2,2002,Auto,55000000,23,Sedan,213290084.4,High
bmw,3,940285,141285,296642,5281,5389,20i (ckd),2,2012,Auto,150000000,13,Sedan,213290084.4,High
bmw,3,945025,141287,297052,2356,2410,20i,2,2017,Auto,400000000,8,Sedan,213290084.4,High
bmw,3,945552,141289,297526,4519,4627,20i,2,2016,Auto,400000000,9,Sedan,213290084.4,High
bmw,3,947701,141297,298888,5628,5736,20i e90 (ckd),2,2010,Auto,99000000,15,Sedan,213290084.4,High
bmw,3,926070,141274,294534,4513,4622,18i,2,2002,Auto,50000000,23,Sedan,213290084.4,High
bmw,3,944422,141268,293082,5364,4482,18i,2,2003,Auto,50000000,22,Sedan,213290084.4,High
bmw,3,941471,141287,296995,1735,1784,20i e90 (ckd),2,2010,Auto,130000000,15,Sedan,213290084.4,High
bmw,3,926421,141258,291165,4330,4438,20i,2,2019,Auto,320000000,6,Sedan,213290084.4,High
bmw,3,926421,141258,290797,4797,4905,20i (ckd),2,2019,Auto,320000000,6,Sedan,213290084.4,High
bmw,3,922740,141283,296260,5511,5619,20i (ckd),2,2012,Auto,150000000,13,Sedan,213290084.4,High
bmw,3,926421,141258,291208,5317,5425,20i (ckd),2,2019,Auto,320000000,6,Sedan,213290084.4,High
bmw,3,947701,141298,299272,4795,4903,20i (ckd),2,2010,Auto,99000000,15,Sedan,213290084.4,High
bmw,3,942621,141281,295828,5036,5104,20i (ckd),2,2008,Auto,100000000,17,Sedan,213290084.4,High
bmw,3,934206,141263,292407,5628,5736,20i,2,2019,Auto,450000000,6,Sedan,213290084.4,High
bmw,3,950010,141298,299280,5628,5736,20i (ckd),2,2010,Auto,200000000,15,Sedan,213290084.4,High
bmw,3,918191,141300,299662,3362,3456,20i (ckd),2,2017,Auto,790000000,8,Sedan,213290084.4,High
bmw,3,944422,141286,296962,4620,4728,18i,2,2002,Auto,50000000,23,Sedan,213290084.4,High
bmw,3,947219,141294,298445,2625,2698,25i,2.5,2008,Auto,100000000,17,Sedan,213290084.4,High
bmw,3,947219,141294,298445,3660,3768,20i e90 (ckd),2,2008,Auto,100000000,17,Sedan,213290084.4,High
bmw,3,943782,141286,296776,4697,4805,20i (ckd),2,2016,Auto,385000000,9,Sedan,213290084.4,High
bmw,3,943380,141263,292449,4320,4428,18i,2,2002,Auto,55000000,23,Sedan,213290084.4,High
bmw,3,940097,141277,295034,4284,4392,18i,2,2006,Auto,50000000,19,Sedan,213290084.4,High
bmw,3,950796,141300,299902,4177,4285,18i,1.9,2002,Auto,50000000,23,Sedan,213290084.4,High
bmw,3,947761,141299,299460,5628,5736,18i,2,2000,Auto,50000000,25,Sedan,213290084.4,High
bmw,3,933379,141263,292298,5006,5114,18i,2,2003,Manual,40000000,22,Sedan,213290084.4,High
bmw,3,926671,141260,291553,3597,3705,20i (ckd),2,2020,Auto,700000000,5,Sedan,213290084.4,High
bmw,3,940907,141277,295123,4319,4427,18i,2,2003,Auto,60000000,22,Sedan,213290084.4,High
bmw,3,923913,141249,289082,1240,1289,20i,2,2017,Auto,400000000,8,Sedan,213290084.4,High
bmw,3,947701,141298,299308,4795,4903,20i e90 (ckd),2,2010,Auto,99000000,15,Sedan,213290084.4,High
bmw,3,930732,141258,291006,3774,3882,20i (ckd),2,2008,Auto,100000000,17,Sedan,213290084.4,High
bmw,3,944408,141300,299665,3774,3882,20i (ckd),2.5,2005,Auto,70000000,20,Sedan,213290084.4,High
bmw,3,935389,141300,299549,1209,1258,18i,2,2002,Auto,40000000,23,Sedan,213290084.4,High
bmw,3,947219,141299,299391,4471,4579,25i,2.5,2008,Auto,100000000,17,Sedan,213290084.4,High
bmw,3,947701,141288,297343,5442,5550,20i (ckd),2,2010,Auto,99000000,15,Sedan,213290084.4,High
bmw,3,940796,141300,299611,4956,5064,20i (ckd),2,2012,Auto,150000000,13,Sedan,213290084.4,High
bmw,3,941471,141288,297270,5243,5351,20i (ckd),2,2010,Auto,130000000,15,Sedan,213290084.4,High
bmw,3,943231,141299,299347,3394,3492,20i,2,2017,Auto,400000000,8,Sedan,213290084.4,High
bmw,3,944408,141300,299665,3419,3517,18i,2,2005,Auto,70000000,20,Sedan,213290084.4,High
bmw,3,938070,141274,294394,4608,4716,18i,2,2002,Auto,50000000,23,Sedan,213290084.4,High
bmw,3,838992,141248,288797,1244,1293,18i,2,2003,Auto,60000000,22,Sedan,213290084.4,High
bmw,3,941471,141287,296995,4270,4378,20i,2,2010,Auto,130000000,15,Sedan,213290084.4,High
bmw,3,947701,141297,298887,2560,2632,20i e90 (ckd),2,2010,Auto,99000000,15,Sedan,213290084.4,High
bmw,3,940796,141283,296108,4310,4418,20i (ckd),2,2012,Auto,150000000,13,Sedan,213290084.4,High
bmw,3,944408,141300,299666,431,417,20i (ckd),2,2005,Auto,70000000,20,Sedan,213290084.4,High
bmw,3,938832,141276,294879,4477,4585,18i,2,2003,Manual,50000000,22,Sedan,213290084.4,High
bmw,3,926421,141258,291201,4394,4502,20i (ckd),2,2019,Auto,320000000,6,Sedan,213290084.4,High
bmw,3,936716,141285,296577,4797,4905,20i (ckd),2,2012,Auto,130000000,13,Sedan,213290084.4,High
bmw,3,927377,141249,289087,4385,4493,25i,2.5,2005,Auto,70000000,20,Sedan,213290084.4,High
bmw,3,926427,141258,291215,4279,4387,20i (ckd),2,2019,Auto,320000000,6,Sedan,213290084.4,High
bmw,3,933379,141263,292264,4279,4387,18i,2,2002,Auto,45000000,23,Sedan,213290084.4,High
bmw,3,941471,141287,296995,4531,4639,10i,2,2010,Auto,130000000,15,Sedan,213290084.4,High
bmw,3,944408,141300,299725,4837,4945,25i,2.5,2005,Auto,70000000,20,Sedan,213290084.4,High
bmw,3,938637,141279,295440,1149,1198,20i (ckd),2,2010,Auto,130000000,15,Sedan,213290084.4,High
bmw,3,935389,141300,299542,4786,4894,18i,2,2002,Auto,50000000,23,Sedan,213290084.4,High
bmw,3,937001,141272,293982,3590,3698,18i,2,2003,Auto,80000000,22,Sedan,213290084.4,High
bmw,3,938004,141272,294013,4919,5027,18i,2,2002,Auto,30000000,23,Sedan,213290084.4,High
bmw,3,924532,141258,291014,4468,4576,20i,2,2005,Auto,100000000,20,Sedan,213290084.4,High
bmw,3,937780,141286,296941,5205,5313,18i,2,2002,Auto,30000000,23,Sedan,213290084.4,High
bmw,3,947219,141294,298390,4259,4367,25i,2.5,2008,Auto,100000000,17,Sedan,213290084.4,High
bmw,3,940796,141286,296796,1034,1060,20i (ckd),2,2012,Auto,150000000,13,Sedan,213290084.4,High
bmw,3,810802,141297,298958,3618,3726,20i (ckd),2,2010,Auto,150000000,15,Sedan,213290084.4,High
bmw,3,947219,141294,298391,2459,2517,20i (ckd),2,2008,Auto,100000000,17,Sedan,213290084.4,High
bmw,3,926421,141258,291102,4605,4713,20i (ckd),2,2019,Auto,320000000,6,Sedan,213290084.4,High
bmw,3,941844,141279,295548,3790,3898,20i (ckd),2,2008,Auto,100000000,17,Sedan,213290084.4,High
bmw,3,941844,141279,295548,4508,4616,18i,2,2001,Auto,50000000,24,Sedan,213290084.4,High
bmw,3,947761,141299,299460,5109,5217,18i,2,2002,Auto,50000000,23,Sedan,213290084.4,High
bmw,3,944658,141285,296685,1580,1629,18i,2,1996,Auto,30000000,29,Sedan,213290084.4,High
bmw,3,941520,141285,296590,4919,5027,18i,2,2003,Auto,50000000,22,Sedan,213290084.4,High
bmw,3,926170,141255,290286,4786,4894,25i,2.5,2005,Auto,70000000,20,Sedan,213290084.4,High
bmw,3,941471,141281,295610,4320,4428,20i e60 (ckd),2,2010,Auto,130000000,15,Sedan,213290084.4,High
bmw,3,925367,141257,290959,5323,5431,20i e90 (ckd),2,2012,Auto,99000000,13,Sedan,213290084.4,High
bmw,3,948462,141298,299298,2855,2934,20i,2,2017,Auto,400000000,8,Sedan,213290084.4,High
bmw,3,945552,141289,297696,4611,4719,20i,2,2016,Auto,400000000,9,Sedan,213290084.4,High
bmw,3,947701,141298,299124,4150,4258,20i e90 (ckd),2,2010,Auto,99000000,15,Sedan,213290084.4,High
bmw,3,926421,141258,291165,3774,3882,20i (ckd),2,2019,Auto,320000000,6,Sedan,213290084.4,High
bmw,3,946103,141294,298421,4385,4493,18i,2,2001,Auto,50000000,24,Sedan,213290084.4,High
bmw,3,947440,141292,298342,4468,4576,18i,2,2001,Auto,50000000,24,Sedan,213290084.4,High
bmw,3,943231,141285,296735,1101,1149,20i,2,2017,Auto,400000000,8,Sedan,213290084.4,High
bmw,3,947701,141298,299270,5212,5320,20i e90 (ckd),2,2010,Auto,99000000,15,Sedan,213290084.4,High
bmw,3,941471,141281,295675,4471,4579,20i (ckd),2,2010,Auto,130000000,15,Sedan,213290084.4,High
bmw,3,943757,141285,296693,4617,4725,20i (ckd),2,2016,Auto,320000000,9,Sedan,213290084.4,High
bmw,3,947701,141298,299212,5306,5414,20i e90 (ckd),2,2010,Auto,99000000,15,Sedan,213290084.4,High
bmw,3,931535,141264,292507,5278,5386,20i (ckd),2,2008,Auto,100000000,17,Sedan,213290084.4,High
bmw,3,922740,141283,296260,4279,4387,18i,2,2003,Auto,30000000,22,Sedan,213290084.4,High
bmw,3,941471,141287,297135,2281,2334,20i (ckd),2,2010,Auto,130000000,15,Sedan,213290084.4,High
bmw,3,498582,141276,294872,4306,4414,18i,2,2003,Auto,50000000,22,Sedan,213290084.4,High
bmw,3,927201,141269,293401,5317,5668,18i,2,2002,Auto,70000000,23,Sedan,213290084.4,High
bmw,3,933679,141262,292080,3618,3726,20i (ckd),2,2016,Auto,385000000,9,Sedan,213290084.4,High
bmw,3,929107,141260,291551,4343,4451,20i (ckd),2,2012,Auto,150000000,13,Sedan,213290084.4,High
bmw,3,941471,141281,295615,2625,2698,20i (ckd),2,2010,Auto,130000000,15,Sedan,213290084.4,High
bmw,3,947701,141297,298887,5272,1830,20i (ckd),2,2010,Auto,99000000,15,Sedan,213290084.4,High
bmw,3,926177,141251,289614,2624,2697,18i,2,2002,Auto,55000000,23,Sedan,213290084.4,High
bmw,3,949639,141298,299126,4562,4670,20i (ckd),2,2010,Auto,200000000,15,Sedan,213290084.4,High
bmw,3,936676,141281,295589,4508,4616,18i,2,2006,Auto,50000000,19,Sedan,213290084.4,High
bmw,3,947701,141298,297812,4290,5379,20i e90 (ckd),2,2010,Auto,99000000,15,Sedan,213290084.4,High
bmw,3,949933,141300,299542,4471,4579,20i (ckd),2,2016,Auto,385000000,9,Sedan,213290084.4,High
bmw,3,937496,141276,294884,4964,5072,18i,2,2002,Auto,55000000,23,Sedan,213290084.4,High
bmw,3,930779,141271,293818,5153,5261,20i (ckd),2,2005,Auto,60000000,20,Sedan,213290084.4,High
bmw,3,937496,141276,294884,4276,4384,18i,2,2008,Auto,70000000,17,Sedan,213290084.4,High
bmw,3,941471,141288,297332,5672,5780,20i (ckd),2,2010,Auto,130000000,15,Sedan,213290084.4,High
bmw,3,943757,141285,296723,1175,1224,20i (ckd),2,2016,Auto,320000000,9,Sedan,213290084.4,High
bmw,3,941471,141282,295618,190,176,20i (ckd),2,2010,Auto,130000000,15,Sedan,213290084.4,High
bmw,3,934223,141267,292985,1580,1629,20i (ckd),2,2016,Auto,385000000,9,Sedan,213290084.4,High
bmw,3,947707,141297,298888,5239,5347,20i e90 (ckd),2,2010,Auto,99000000,15,Sedan,213290084.4,High
